evaluador,n,media_seg,std_seg,min_seg,max_seg,total_seg
yoloV8n_optA,101,0.13565680795835589,0.0549834481484206,0.06711973698111251,0.3769874490099028,13.701337603793945
yoloV8m_optA,101,0.941755923722631,0.23492548345840875,0.5467016149777919,1.4645081000053324,95.11734829598572
yoloV11n_optA,101,0.1374461203479291,0.04552410951389515,0.0709227710030973,0.28887345298426226,13.88205815514084
Usuario_Control,101,32.94447524752475,20.674754639842867,5.24,112.312,3327.392
