evaluador,nombre,tipo,image_index,lead_time_seg
ModeloEspecialista,ModeloEspecialista,ai,59,0.36741588900622446
ModeloEspecialista,ModeloEspecialista,ai,60,0.19145243799721356
ModeloEspecialista,ModeloEspecialista,ai,61,0.32988491199648706
ModeloEspecialista,ModeloEspecialista,ai,62,0.42548621299647493
ModeloEspecialista,ModeloEspecialista,ai,63,0.3808658500056481
ModeloEspecialista,ModeloEspecialista,ai,64,0.4450254270050209
ModeloEspecialista,ModeloEspecialista,ai,65,0.6207975249999436
ModeloEspecialista,ModeloEspecialista,ai,66,4.042427490996488
ModeloEspecialista,ModeloEspecialista,ai,67,2.9305476660083514
ModeloEspecialista,ModeloEspecialista,ai,68,1.2784537839979748
ModeloEspecialista,ModeloEspecialista,ai,69,0.34138265799265355
ModeloEspecialista,ModeloEspecialista,ai,70,0.22430920400074683
ModeloEspecialista,ModeloEspecialista,ai,71,1.0254777889931574
ModeloEspecialista,ModeloEspecialista,ai,72,3.461490743997274
ModeloEspecialista,ModeloEspecialista,ai,73,1.5756804900011048
ModeloEspecialista,ModeloEspecialista,ai,74,2.333483583002817
ModeloEspecialista,ModeloEspecialista,ai,75,1.6515478789951885
ModeloEspecialista,ModeloEspecialista,ai,76,5.87794478199794
ModeloEspecialista,ModeloEspecialista,ai,77,1.9111239409976406
ModeloEspecialista,ModeloEspecialista,ai,78,2.0246987249993253
ModeloEspecialista,ModeloEspecialista,ai,79,1.1702562540012877
ModeloEspecialista,ModeloEspecialista,ai,80,0.9549001490086084
ModeloEspecialista,ModeloEspecialista,ai,81,1.1005707529984647
ModeloEspecialista,ModeloEspecialista,ai,82,0.8692244300036691
ModeloEspecialista,ModeloEspecialista,ai,83,0.7512221210054122
ModeloEspecialista,ModeloEspecialista,ai,84,0.9262011270038784
ModeloEspecialista,ModeloEspecialista,ai,85,0.7829758110019611
ModeloEspecialista,ModeloEspecialista,ai,86,1.5058293549955124
ModeloEspecialista,ModeloEspecialista,ai,87,1.3882287599990377
ModeloEspecialista,ModeloEspecialista,ai,88,0.5982332500061602
ModeloEspecialista,ModeloEspecialista,ai,89,1.422637397008657
ModeloEspecialista,ModeloEspecialista,ai,90,1.0725073130015517
ModeloEspecialista,ModeloEspecialista,ai,91,0.9557426000028499
ModeloEspecialista,ModeloEspecialista,ai,92,0.8858667400054401
ModeloEspecialista,ModeloEspecialista,ai,93,0.8767524590002722
ModeloEspecialista,ModeloEspecialista,ai,94,1.311367225003778
ModeloEspecialista,ModeloEspecialista,ai,95,1.1155939959935495
ModeloEspecialista,ModeloEspecialista,ai,96,1.9941173149927636
ModeloEspecialista,ModeloEspecialista,ai,97,1.1760905039991485
ModeloEspecialista,ModeloEspecialista,ai,98,0.9839050309965387
ModeloEspecialista,ModeloEspecialista,ai,99,2.049834372002806
ModeloEspecialista,ModeloEspecialista,ai,100,0.8913138260031701
ModeloEspecialista,ModeloEspecialista,ai,101,1.3637339789929683
Usuario_Control,Usuario Control,human,1,27.626
Usuario_Control,Usuario Control,human,2,60.081
Usuario_Control,Usuario Control,human,3,15.344
Usuario_Control,Usuario Control,human,4,11.697
Usuario_Control,Usuario Control,human,5,5.658
Usuario_Control,Usuario Control,human,6,10.676
Usuario_Control,Usuario Control,human,7,5.24
Usuario_Control,Usuario Control,human,8,17.679
Usuario_Control,Usuario Control,human,9,17.189
Usuario_Control,Usuario Control,human,10,36.373
Usuario_Control,Usuario Control,human,11,14.294
Usuario_Control,Usuario Control,human,12,68.868
Usuario_Control,Usuario Control,human,13,30.218
Usuario_Control,Usuario Control,human,14,40.601
Usuario_Control,Usuario Control,human,15,37.729
Usuario_Control,Usuario Control,human,16,24.036
Usuario_Control,Usuario Control,human,17,7.096
Usuario_Control,Usuario Control,human,18,35.262
Usuario_Control,Usuario Control,human,19,29.845
Usuario_Control,Usuario Control,human,20,24.801
Usuario_Control,Usuario Control,human,21,54.979
Usuario_Control,Usuario Control,human,22,59.85
Usuario_Control,Usuario Control,human,23,6.337
Usuario_Control,Usuario Control,human,24,14.963
Usuario_Control,Usuario Control,human,25,13.149
Usuario_Control,Usuario Control,human,26,5.894
Usuario_Control,Usuario Control,human,27,39.01
Usuario_Control,Usuario Control,human,28,12.241
Usuario_Control,Usuario Control,human,29,30.402
Usuario_Control,Usuario Control,human,30,65.399
Usuario_Control,Usuario Control,human,31,35.409
Usuario_Control,Usuario Control,human,32,10.728
Usuario_Control,Usuario Control,human,33,21.923
Usuario_Control,Usuario Control,human,34,10.038
Usuario_Control,Usuario Control,human,35,39.344
Usuario_Control,Usuario Control,human,36,25.442
Usuario_Control,Usuario Control,human,37,37.412
Usuario_Control,Usuario Control,human,38,66.704
Usuario_Control,Usuario Control,human,39,28.262
Usuario_Control,Usuario Control,human,40,39.499
Usuario_Control,Usuario Control,human,41,58.029
Usuario_Control,Usuario Control,human,42,111.213
Usuario_Control,Usuario Control,human,43,45.012
Usuario_Control,Usuario Control,human,44,63.801
Usuario_Control,Usuario Control,human,45,8.264
Usuario_Control,Usuario Control,human,46,15.002
Usuario_Control,Usuario Control,human,47,40.246
Usuario_Control,Usuario Control,human,48,112.312
Usuario_Control,Usuario Control,human,49,16.275
Usuario_Control,Usuario Control,human,50,71.202
Usuario_Control,Usuario Control,human,51,62.792
Usuario_Control,Usuario Control,human,52,32.477
Usuario_Control,Usuario Control,human,53,39.33
Usuario_Control,Usuario Control,human,54,6.612
Usuario_Control,Usuario Control,human,55,5.531
Usuario_Control,Usuario Control,human,56,13.969
Usuario_Control,Usuario Control,human,57,12.282
Usuario_Control,Usuario Control,human,58,29.566
Usuario_Control,Usuario Control,human,59,55.035
Usuario_Control,Usuario Control,human,60,29.026
Usuario_Control,Usuario Control,human,61,25.571
Usuario_Control,Usuario Control,human,62,48.913
Usuario_Control,Usuario Control,human,63,41.698
Usuario_Control,Usuario Control,human,64,59.784
Usuario_Control,Usuario Control,human,65,16.829
Usuario_Control,Usuario Control,human,66,18.825
Usuario_Control,Usuario Control,human,67,21.872
Usuario_Control,Usuario Control,human,68,58.428
Usuario_Control,Usuario Control,human,69,28.742
Usuario_Control,Usuario Control,human,70,39.842
Usuario_Control,Usuario Control,human,71,61.232
Usuario_Control,Usuario Control,human,72,44.442
Usuario_Control,Usuario Control,human,73,26.475
Usuario_Control,Usuario Control,human,74,24.177
Usuario_Control,Usuario Control,human,75,6.425
Usuario_Control,Usuario Control,human,76,38.552
Usuario_Control,Usuario Control,human,77,27.158
Usuario_Control,Usuario Control,human,78,43.535
Usuario_Control,Usuario Control,human,79,12.917
Usuario_Control,Usuario Control,human,80,30.145
Usuario_Control,Usuario Control,human,81,21.434
Usuario_Control,Usuario Control,human,82,32.843
Usuario_Control,Usuario Control,human,83,36.605
